"id";"ilan_no";"brand";"model";"year";"loc1";"loc2";"loc3";"loc4";"loc5";"km";"date";"listing_price";"otoendeks_price";"arabam_price";"fuel_Type";"transmission";"body_type";"power";"displacement";"drivewheel";"hard_hit";"owner";"painted_parts";"changed_parts"
"330";"1084425244";"Honda";"Civic 1.6 i ES";"2001";"Türkiye";"İstanbul";"Zeytinburnu";"Maltepe";"0";"158000";"1678924800";"305000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"110 hp";"1590 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"331";"1066475885";"Volkswagen";"Polo 1.2 TSI Allstar";"2016";"Türkiye";"Bursa";"Karacabey";"Karacabey";"0";"110000";"1678924800";"605000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1197 cc";"Önden Çekiş";"Hayır";"Sahibinden";"01";
"332";"1085752411";"Renault";"Clio 1.0 TCe Touch";"2021";"Türkiye";"Karabük";"Merkez";"Yenişehir";"0";"11000";"1678924800";"620000";"549277";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"333";"1085749946";"Volkswagen";"Passat 1.6 TDI BlueMotion Highline";"2017";"Türkiye";"Bursa";"Yıldırım";"Arabayatağı";"0";"136000";"1678924800";"1195000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"334";"1085757851";"Fiat";"Egea 1.4 Fire Urban";"2022";"Türkiye";"Ankara";"Etimesgut";"Çarşı";"0";"22000";"1678924800";"570000";"0";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"95 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"335";"1085750159";"Fiat";"Linea 1.3 Multijet Active";"2008";"Türkiye";"Ankara";"Altındağ";"Ulubey";"0";"292000";"1678924800";"260000";"0";NULL;"Dizel";"Manuel";"Sedan";"90 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";"011306";"02"
"336";"1043613263";"Honda";"Civic 1.6i VTEC Eco Elegance";"2020";"Türkiye";"Samsun";"Bafra";"Bahçeler";"0";"58000";"1678924800";"900000";"0";NULL;"Benzin & LPG";"Yarı Otomatik";"Sedan";"125 hp";"1597 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"337";"1085749150";"Opel";"Vectra 1.6 Comfort";"2003";"Türkiye";"Trabzon";"Ortahisar";"Merkez";"0";"321000";"1678924800";"285000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"100 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"0608"
"338";"1085768182";"Fiat";"Linea 1.3 Multijet Active Plus";"2013";"Türkiye";"Ankara";"Yenimahalle";"Yenimahalle";"0";"172000";"1678924800";"320000";"280900";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"339";"1085765947";"Ford";"Focus 1.6 Ti-VCT Titanium";"2015";"Türkiye";"İzmir";"Konak";"Küçükyalı";"0";"165000";"1678924800";"680000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"125 hp";"1596 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"340";"1085772805";"Peugeot";"301 1.6 HDi Allure";"2017";"Türkiye";"İstanbul";"Ümraniye";"Atatürk";"0";"123791";"1678924800";"405000";"408359";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"341";"1085775089";"Ford";"Focus 1.6 Ambiente";"2001";"Türkiye";"Sinop";"Ayancık";"Ayancık";"0";"361029";"1678924800";"250000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"100 hp";"1596 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"342";"1085772654";"Hyundai";"Accent Blue 1.6 CRDI Mode Plus";"2017";"Türkiye";"İstanbul";"Üsküdar";"Altunizade";"0";"158350";"1678924800";"445000";"419750";NULL;"Dizel";"Yarı Otomatik";"Sedan";"136 hp";"1582 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"343";"1085747954";"Renault";"Symbol 1.5 DCI Joy";"2018";"Türkiye";"İstanbul";"Sancaktepe";"Samandıra";"0";"75000";"1678924800";"385000";"438300";NULL;"Dizel";"Manuel";"Sedan";"90 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"344";"1085619817";"Skoda";"Fabia 1.2 Classic";"2006";"Türkiye";"Balıkesir";"Altıeylül";"Merkez";"0";"110000";"1678924800";"296500";"239913";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"64 hp";"1198 cc";"Önden Çekiş";"Hayır";"Sahibinden";"01100405";
"345";"1085749034";"Volkswagen";"Polo 1.0 Impression";"2023";"Türkiye";"İstanbul";"Bayrampaşa";"Yıldırım";"0";"1001";"1678924800";"619000";"0";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"80 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"346";"1085764077";"Audi";"A6 A6 Sedan 40 TDI Quattro Design";"2021";"Türkiye";"Gaziantep";"Şehitkamil";"Merkez";"0";"24200";"1678924800";"3550000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"204 hp";"1968 cc";"4WD (Sürekli)";"Hayır";"Sahibinden";;
"347";"1085771485";"Volkswagen";"Passat 1.6 TDI BlueMotion Highline";"2013";"Türkiye";"İstanbul";"Ümraniye";"Şerifali";"0";"134000";"1678924800";"765000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"105 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"348";"1085770647";"Peugeot";"301 1.6 BlueHDI Active";"2018";"Türkiye";"Trabzon";"Ortahisar";"Merkez";"0";"117000";"1678924800";"435000";"389819";NULL;"Dizel";"Manuel";"Sedan";"100 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"349";"1085765561";"Ford";"Focus 1.6 TDCi Collection";"2008";"Türkiye";"Samsun";"Diğer";"Diğer";"0";"285000";"1678924800";"360000";"241106";NULL;"Dizel";"Manuel";"Sedan";"110 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0207091013";
"350";"1085746225";"Fiat";"Egea 1.4 Fire Easy Plus";"2023";"Türkiye";"Ankara";"Çankaya";"Küçükesat";"0";"3618";"1678924800";"560000";"0";NULL;"Benzin";"Manuel";"Sedan";"95 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"351";"1085747367";"Mercedes - Benz";"A Serisi A 180 CDI BlueEfficiency AMG";"2014";"Türkiye";"Eskişehir";"Tepebaşı";"Muttalip";"0";"138000";"1678924800";"815000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"109 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"352";"1085771473";"Volkswagen";"Jetta 1.4 TSI Highline";"2014";"Türkiye";"İstanbul";"Kartal";"Yakacık";"0";"4720";"1678924800";"870000";"0";NULL;"Benzin";"Yarı Otomatik";"Sedan";"122 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"353";"1085769072";"Peugeot";"207 1.4 HDi Trendy";"2011";"Türkiye";"İstanbul";"Bayrampaşa";"Altıntepsi";"0";"240000";"1678924800";"347500";"286800";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"70 hp";"1360 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"354";"1081310972";"Fiat";"Panda 1.2 Dynamic";"2006";"Türkiye";"Burdur";"Bucak";"Merkez";"0";"240000";"1678924800";"219000";"205000";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"60 hp";"1242 cc";"Önden Çekiş";"Belirtilme";"Sahibinden";;
"355";"1085777098";"Honda";"Civic 1.6i VTEC Eco Elegance";"2016";"Türkiye";"Muğla";"Marmaris";"Marmaris";"0";"62000";"1678924800";"645000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"125 hp";"1597 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"356";"1085775594";"Honda";"Civic 1.6i VTEC Eco Executive";"2017";"Türkiye";"Ankara";"Çubuk";"Çubuk";"0";"110000";"1678924800";"785000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"357";"1085776636";"BMW";"3 Serisi 320i Cabrio";"2009";"Türkiye";"İstanbul";"Kadıköy";"Sahrayıcedit";"0";"68800";"1678924800";"1320000";"0";NULL;"Benzin";"Otomatik";"Cabrio";"170 hp";"1995 cc";"Arkadan İtiş";"Hayır";"Sahibinden";"08";
"358";"1079414239";"Opel";"Insignia 1.4 T Edition Elegance";"2012";"Türkiye";"Edirne";"Merkez";"Üniversite";"0";"120000";"1678924800";"489750";"475756";NULL;"Benzin & LPG";"Manuel";"Sedan";"140 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"359";"1085774345";"BMW";"3 Serisi 320d Advantage";"2011";"Türkiye";"Siirt";"Kurtalan";"Kurtalan";"0";"288000";"1678924800";"567000";"509147";NULL;"Dizel";"Yarı Otomatik";"Sedan";"184 hp";"1995 cc";"Arkadan İtiş";"Hayır";"Sahibinden";"07";
"360";"1085751673";"Audi";"A4 A4 Sedan";"1996";"Türkiye";"Ağrı";"Merkez";"Kazımkarabekir";"0";"340000";"1678924800";"265000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"125 hp";"1781 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0102030709101306081112040";
"361";"1085759099";"Volkswagen";"Passat 1.6 TDI BlueMotion Highline";"2017";"Türkiye";"Bursa";"Yıldırım";"Arabayatağı";"0";"146000";"1678924800";"1149500";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"362";"1085750316";"Skoda";"Fabia 1.4 TSI RS";"2011";"Türkiye";"Kocaeli";"Kartepe";"Köseköy";"0";"241000";"1678924800";"425000";"373799";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"180 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"363";"1085776408";"Opel";"Corsa 1.4 Twinport Essentia";"2011";"Türkiye";"İstanbul";"Bağcılar";"Bağcılar";"100";"91000";"1678924800";"410000";"351184";NULL;"Benzin & LPG";"Otomatik";"Hatchback 5 kapı";"76 - 100 HP";"1301 - 1600 cm3";"Önden Çekiş";"Hayır";"Sahibinden";"0709130608";"10"
"364";"1085726556";"Toyota";"Yaris 1.3 Luna";"2000";"Türkiye";"Samsun";"Atakum";"Kurupelit";"0";"153000";"1678924800";"275000";"0";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"86 hp";"1299 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"365";"1085750244";"Toyota";"Corolla 1.6 Advance";"2017";"Türkiye";"Bursa";"Yıldırım";"Emirsultan";"0";"53000";"1678924800";"752000";"575500";NULL;"Benzin";"Yarı Otomatik";"Sedan";"132 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"366";"1085741893";"Fiat";"Albea Sole 1.3 Multijet Dynamic";"2010";"Türkiye";"İstanbul";"Fatih";"Küçükmustafapaşa";"0";"208300";"1678924800";"248000";"205110";NULL;"Dizel";"Manuel";"Sedan";"70 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";"010206120405";
"367";"1085760677";"Seat";"Ibiza 1.2 TSI Style";"2013";"Türkiye";"Denizli";"Merkezefendi";"Başkarcı";"0";"130000";"1678924800";"490000";"499249";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"105 hp";"1197 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"368";"1085775297";"Renault";"Megane 1.6 RTE";"1999";"Türkiye";"Tekirdağ";"Saray";"Köyler";"0";"172000";"1678924800";"205000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"90 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"369";"1085748361";"Volkswagen";"Polo 1.4 Basicline";"2004";"Türkiye";"Denizli";"Pamukkale";"Merkez";"0";"167000";"1678924800";"290000";"245973";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"75 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";"02071112";
"370";"1085775991";"Mercedes - Benz";"A Serisi A 180 CDI BlueEfficiency Style";"2013";"Türkiye";"Şanlıurfa";"Siverek";"Siverek";"0";"243000";"1678924800";"715000";"0";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"109 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"371";"1079360050";"Kia";"Cerato 1.5 CRDi EX";"2006";"Türkiye";"Gaziantep";"Oğuzeli";"Oğuzeli";"0";"190000";"1678924800";"280000";"254200";NULL;"Dizel";"Manuel";"Sedan";"76 - 100 HP";"1301 - 1600 cm3";"Önden Çekiş";"Hayır";"Sahibinden";;
"372";"1085779200";"Renault";"Fluence 1.5 dCi Dynamique";"2011";"Türkiye";"Niğde";"Merkez";"Merkez";"0";"356000";"1678924800";"276000";"0";NULL;"Dizel";"Manuel";"Sedan";"105 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"373";"1085774183";"Nissan";"Micra 1.2 Street";"2017";"Türkiye";"İstanbul";"Beyoğlu";"Cihangir";"0";"110000";"1678924800";"452500";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"80 hp";"1198 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"374";"1085770027";"Volkswagen";"Passat 1.6 TDI BlueMotion Trendline";"2017";"Türkiye";"Konya";"Meram";"Meram";"0";"151000";"1678924800";"912000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"375";"1079982941";"Mercedes - Benz";"E Serisi E 180 AMG";"2017";"Türkiye";"Denizli";"Pamukkale";"Merkez";"0";"78000";"1678924800";"1950000";"0";NULL;"Benzin";"Otomatik";"Sedan";"156 hp";"1595 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"376";"1085777822";"Chevrolet";"Cruze 1.6 LT";"2012";"Türkiye";"İstanbul";"Beylikdüzü";"Kavaklı";"0";"108000";"1678924800";"409250";"328780";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"124 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"090612";
"377";"1085769344";"Opel";"Corsa 1.0 ECO Club";"2002";"Türkiye";"Eskişehir";"Odunpazarı";"Gökmeydan";"0";"159000";"1678924800";"244000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"58 hp";"973 cc";"Önden Çekiş";"Hayır";"Sahibinden";"010203091013060811120405";
"378";"1085774445";"Mercedes - Benz";"C Serisi C 200 AMG";"2022";"Türkiye";"Ankara";"Çankaya";"Merkez";"0";"14500";"1678924800";"2775000";"0";NULL;"Hybrid";"Otomatik";"Sedan";"204 hp";"1497 cc";"4WD (Sürekli)";"Hayır";"Sahibinden";;
"379";"1085752280";"Honda";"Civic 1.6i VTEC Elegance";"2011";"Türkiye";"Ankara";"Yenimahalle";"A.O.Çiftliği(Aoç)";"0";"168000";"1678924800";"540000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"380";"1085512278";"Seat";"Ibiza 1.4 Sport Tourer  Copa";"2011";"Türkiye";"İstanbul";"Ümraniye";"Merkez";"0";"196000";"1678924800";"340000";"0";NULL;"Benzin";"Manuel";"Station Wagon";"85 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"381";"1085760181";"Renault";"Clio 1.0 TCe Joy";"2023";"Türkiye";"Sakarya";"Adapazarı";"Tığcılar";"0";"1001";"1678924800";"661000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"382";"1085749930";"Ford";"Fiesta 1.4 TDCi Titanium";"2012";"Türkiye";"Isparta";"Merkez";"Anadolu";"0";"80576";"1678924800";"555000";"376663";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"70 hp";"1398 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"383";"1085774812";"Honda";"Civic 1.6i VTEC Eco Executive";"2018";"Türkiye";"İstanbul";"Ataşehir";"Yeni Sahra";"0";"110000";"1678924800";"785000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"13";
"384";"1085775499";"Volvo";"S40 1.6 D";"2012";"Türkiye";"İzmir";"Dikili";"Dikili";"0";"216400";"1678924800";"485000";"421244";NULL;"Dizel";"Manuel";"Sedan";"115 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0106";"08"
"385";"1085774195";"BMW";"1 Serisi 116i Premium";"2011";"Türkiye";"Kayseri";"Kocasinan";"Fevziçakmak";"0";"52000";"1678924800";"605000";"519813";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"116 hp";"1596 cc";"Arkadan İtiş";"Hayır";"Sahibinden";"11120405";
"386";"1085757631";"Alfa Romeo";"156 2.0 TS";"1999";"Türkiye";"Manisa";"Şehzadeler";"Merkez";"0";"155000";"1678924800";"230000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"155 hp";"1970 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0105";
"387";"1085615931";"Ford";"Focus 1.5 TDCi Trend X";"2017";"Türkiye";"İstanbul";"Zeytinburnu";"Maltepe";"0";"57000";"1678924800";"718000";"453500";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1499 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"388";"1085773105";"Fiat";"Egea 1.3 Multijet Easy";"2021";"Türkiye";"İzmir";"Karabağlar";"Günaltay";"0";"42000";"1678924800";"538000";"0";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"389";"1085750362";"Citroën";"C-Elysée 1.6 HDi  Attraction";"2016";"Türkiye";"Gaziantep";"Şehitkamil";"Başpınarorganizesanayi";"0";"199400";"1678924800";"298000";"307466";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Evet";"Sahibinden";"09060811";"13120405"
"390";"1085750951";"Volkswagen";"Polo 1.6 TDI Comfortline";"2013";"Türkiye";"Şanlıurfa";"Karaköprü";"Merkez";"0";"196000";"1678924800";"397000";"386050";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1598 cc";"Önden Çekiş";"Evet";"Sahibinden";;
"391";"1085750093";"Peugeot";"301 1.6 HDi Active";"2017";"Türkiye";"İzmir";"Karşıyaka";"Nergiz";"0";"13000";"1678924800";"505000";"0";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"392";"1085612731";"Volkswagen";"Bora 1.6 Comfortline";"1999";"Türkiye";"Yozgat";"Sarıkaya";"Sarıkaya";"0";"238100";"1678924800";"275000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"101 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"393";"1085769586";"Volkswagen";"Polo 1.2 TSI Lounge";"2015";"Türkiye";"Karabük";"Safranbolu";"Safranbolu";"0";"74000";"1678924800";"475000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1197 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"0405"
"394";"1085744120";"Renault";"Clio 1.5 dCi Joy";"2015";"Türkiye";"İstanbul";"Beylikdüzü";"Yakuplu";"0";"215000";"1678924800";"359000";"338350";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"395";"985813723";"Seat";"Leon 1.4 TSI Style";"2011";"Türkiye";"Kayseri";"Melikgazi";"Hürriyet";"0";"127000";"1678924800";"540000";"379602";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"125 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"396";"1085775276";"Fiat";"Egea 1.3 Multijet Easy";"2019";"Türkiye";"Adana";"Seyhan";"Gazipaşa";"0";"106000";"1678924800";"468000";"424777";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"397";"1068544663";"Mercedes - Benz";"300 300 D";"1987";"Türkiye";"Trabzon";"Of";"Of";"0";"400000";"1678924800";"220000";"0";NULL;"Dizel";"Manuel";"Sedan";"126 - 150 HP";"1301 - 1600 cm3";"Arkadan İtiş";"Hayır";"Sahibinden";"09";
"398";"1085773527";"Ford";"Focus 1.6 TDCi Collection";"2011";"Türkiye";"Adana";"Kozan";"Çarşı";"0";"206000";"1678924800";"417500";"355200";NULL;"Dizel";"Manuel";"Sedan";"110 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"399";"1085729315";"Volkswagen";"Polo 1.4 Trendline";"2007";"Türkiye";"İstanbul";"Bayrampaşa";"Altıntepsi";"0";"140000";"1678924800";"295000";"323593";NULL;"Benzin & LPG";"Otomatik";"Hatchback 5 kapı";"75 hp";"1390 cc";"Önden Çekiş";"Evet";"Sahibinden";"0102130405";
"400";"1085732313";"Hyundai";"Accent Blue 1.6 CRDI Mode Plus";"2018";"Türkiye";"Muğla";"Ula";"Akyaka";"0";"100841";"1678924800";"585000";"457235";NULL;"Dizel";"Yarı Otomatik";"Sedan";"136 hp";"1582 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"401";"1085773680";"Hyundai";"Getz 1.5 CRDi VGT";"2006";"Türkiye";"Rize";"Ardeşen";"Ardeşen";"0";"277500";"1678924800";"230000";"215650";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"88 hp";"1493 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"402";"1085747556";"Ford";"Fiesta 1.5 TDCi Titanium";"2013";"Türkiye";"Eskişehir";"Odunpazarı";"Akarbaşı";"0";"184000";"1678924800";"395000";"365450";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1498 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"02"
"403";"1085774679";"Renault";"Megane 1.5 dCi Authentique";"2006";"Türkiye";"Kocaeli";"Gebze";"Gebze";"0";"190000";"1678924800";"279500";"235250";NULL;"Dizel";"Manuel";"Sedan";"105 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"404";"1085747527";"Toyota";"Yaris 1.4 D-4D Terra";"2007";"Türkiye";"Adana";"Seyhan";"Köyler";"0";"180000";"1678924800";"350000";"264250";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"90 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"405";"1085747394";"Peugeot";"508 2.0 HDi Allure";"2014";"Türkiye";"İstanbul";"Avcılar";"Avcılar";"0";"195000";"1678924800";"696000";"525786";NULL;"Dizel";"Yarı Otomatik";"Sedan";"163 hp";"1997 cc";"Önden Çekiş";"Hayır";"Sahibinden";"10130608111204";
"406";"1085747148";"BMW";"3 Serisi 316i Techno Plus";"2014";"Türkiye";"Bursa";"Nilüfer";"Ataevler";"0";"62000";"1678924800";"1100000";"917100";NULL;"Benzin";"Otomatik";"Sedan";"136 hp";"1598 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"407";"1085773395";"Fiat";"Marea 1.6 Liberty";"2004";"Türkiye";"Kastamonu";"Taşköprü";"Taşköprü";"0";"275000";"1678924800";"245000";"165950";NULL;"Benzin & LPG";"Manuel";"Sedan";"103 hp";"1596 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"408";"1085760366";"Renault";"Symbol 1.5 DCI Authentique";"2009";"Türkiye";"İstanbul";"Maltepe";"Gülsuyu";"0";"225000";"1678924800";"245000";"253950";NULL;"Dizel";"Manuel";"Sedan";"85 hp";"1461 cc";"Önden Çekiş";"Evet";"Sahibinden";"0102030709101306081112040";
"409";"1085747143";"Ford";"Fiesta 1.4 TDCi Comfort";"2008";"Türkiye";"Bartın";"Merkez";"Demirciler";"0";"260000";"1678924800";"269000";"228928";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"68 hp";"1399 cc";"Önden Çekiş";"Hayır";"Sahibinden";"06";
"410";"1085743136";"Skoda";"Rapid 1.4 TDI GreenTec Style";"2016";"Türkiye";"Tekirdağ";"Süleymanpaşa";"Merkez";"0";"175000";"1678924800";"535000";"389650";NULL;"Dizel";"Yarı Otomatik";"Sedan";"90 hp";"1422 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"411";"1072425468";"Audi";"A4 A4 Sedan 2.0 TDI";"2012";"Türkiye";"Adana";"Seyhan";"Gazipaşa";"0";"208000";"1678924800";"710000";"744149";NULL;"Dizel";"Yarı Otomatik";"Sedan";"151 - 175 HP";"1801 - 2000 cm3";"Önden Çekiş";"Belirtilme";"Sahibinden";"07";
"412";"1085770845";"Opel";"Astra 1.6 CD";"2000";"Türkiye";"Manisa";"Salihli";"Barış";"0";"207000";"1678924800";"265000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"100 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"413";"1085770735";"Skoda";"Octavia 1.6 TDI  Optimal";"2019";"Türkiye";"İstanbul";"Ataşehir";"Namık Kemal";"0";"104000";"1678924800";"785000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"07";
"414";"1070488506";"Ford";"B-Max 1.4 Trend";"2013";"Türkiye";"İstanbul";"Çekmeköy";"Alemdağ(Alemdar)";"0";"98000";"1678924800";"417500";"360356";NULL;"Benzin";"Manuel";"MPV";"90 hp";"1388 cc";"Önden Çekiş";"Hayır";"Sahibinden";"09";"0207"
"415";"1085746028";"Renault";"Fluence 1.5 dCi Icon";"2013";"Türkiye";"Sivas";"Merkez";"Çarşı";"0";"78000";"1678924800";"590000";"413100";NULL;"Dizel";"Manuel";"Sedan";"110 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"416";"1085743868";"Volkswagen";"Bora 1.6 Comfortline";"2001";"Türkiye";"Tokat";"Merkez";"Perakende";"0";"282000";"1678924800";"315000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"105 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0608";
"417";"1071578451";"Chevrolet";"Cruze 1.6 Sport Plus";"2013";"Türkiye";"İstanbul";"Ataşehir";"Küçükbakkalköy";"0";"84000";"1678924800";"495000";"388000";NULL;"Benzin & LPG";"Otomatik";"Sedan";"124 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"418";"1085745192";"Fiat";"Egea 1.4 Fire Urban";"2023";"Türkiye";"İstanbul";"Bağcılar";"Bağcılar";"0";"1001";"1678924800";"559000";"0";NULL;"Benzin";"Manuel";"Sedan";"95 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"419";"1085718523";"Peugeot";"407 1.6 HDi Executive";"2006";"Türkiye";"Ankara";"Keçiören";"Ufuktepe";"0";"245000";"1678924800";"350000";"259800";NULL;"Dizel";"Manuel";"Sedan";"110 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
