"id";"ilan_no";"brand";"model";"year";"loc1";"loc2";"loc3";"loc4";"loc5";"km";"date";"listing_price";"otoendeks_price";"arabam_price";"fuel_Type";"transmission";"body_type";"power";"displacement";"drivewheel";"hard_hit";"owner";"painted_parts";"changed_parts"
"1";"1075821234";"Renault";"Megane1.5 dCi Touch";"2018";"Türkiye";"Konya";"Selçuklu";"Merkez";"0";"69283";"1678924800";"684000";"572422";NULL;"Dizel";"Yarı Otomatik";"Sedan";"101 - 125 HP";"1301 - 1600 cm3";"Önden Çekiş";"Belirtilme";"Sahibinden";;
"2";"1085683933";"Mercedes - Benz";"CLA180 d Comfort";"2016";"Türkiye";"İstanbul";"Sancaktepe";"Samandıra";"0";"126000";"1678924800";"1055000";"0";NULL;"Dizel";"Yarı Otomatik";"Coupe";"109 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0107";
"3";"1084164222";"Volkswagen";"Polo1.6 Classic";"1999";"Türkiye";"Ankara";"Gölbaşı";"Gölbaşı";"0";"185000";"1678924800";"215000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"100 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"4";"1085687851";"Renault";"Symbol1.5 DCI Joy";"2013";"Türkiye";"Sivas";"Merkez";"Ferhatbostan";"0";"202000";"1678924800";"325000";"330048";NULL;"Dizel";"Manuel";"Sedan";"75 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";"12";
"5";"1085684672";"Volkswagen";"Passat1.6 TDI BlueMotion Highline";"2016";"Türkiye";"Batman";"Merkez";"Köyler";"0";"205000";"1678924800";"885000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"6";"1085688023";"Honda";"Civic1.6i VTEC Eco Elegance";"2017";"Türkiye";"İstanbul";"Sancaktepe";"Yenidoğan";"0";"183000";"1678924800";"656000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"126 - 150 HP";"1601 - 1800 cm3";"Önden Çekiş";"Hayır";"Sahibinden";"10";"0811"
"7";"1022135135";"Renault";"Clio1.5 dCi Touch";"2012";"Türkiye";"İstanbul";"Pendik";"Esenyalı";"0";"141000";"1678924800";"385000";"310191";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1461 cc";"Önden Çekiş";"Evet";"Sahibinden";"021013120405";
"8";"1085687040";"Peugeot";"3011.5 BlueHDI Active";"2019";"Türkiye";"İzmir";"Torbalı";"Ayrancılar";"0";"94700";"1678924800";"490000";"406335";NULL;"Dizel";"Manuel";"Sedan";"100 hp";"1499 cc";"Önden Çekiş";"Hayır";"Sahibinden";"06081112";
"9";"1085687440";"Mercedes - Benz";"C SerisiC 200 Elegance";"1998";"Türkiye";"İzmir";"Bornova";"Kazımdirik";"0";"333000";"1678924800";"345000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"136 hp";"1998 cc";"Arkadan İtiş";"Hayır";"Sahibinden";"01091013060811120405";"0207"
"10";"1085336431";"Seat";"Alhambra1.9 TDI";"2002";"Türkiye";"İstanbul";"Diğer";"Diğer";"0";"234000";"1678924800";"225000";"0";NULL;"Dizel";"Manuel";"MPV";"115 hp";"1896 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"11";"1085688169";"Volkswagen";"Passat1.6 TDI BlueMotion Comfortline";"2018";"Türkiye";"İstanbul";"Küçükçekmece";"Halkalı";"0";"118756";"1678924800";"912750";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"12";"1085661733";"Fiat";"Egea1.3 Multijet Easy";"2018";"Türkiye";"İstanbul";"Sancaktepe";"Samandıra";"0";"138000";"1678924800";"425000";"383269";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0910130804";"07"
"13";"1085688647";"Hyundai";"Getz1.4 DOHC 1.4 AB AC";"2007";"Türkiye";"Ankara";"Çankaya";"Merkez";"0";"72000";"1678924800";"372500";"0";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"97 hp";"1399 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0709101308";"06"
"14";"1085689790";"Fiat";"Egea1.3 Multijet Easy";"2017";"Türkiye";"Bursa";"Yıldırım";"Duaçınarı";"0";"91000";"1678924800";"465000";"412550";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"15";"1085689451";"Volkswagen";"Polo1.6 TDI Comfortline";"2013";"Türkiye";"Nevşehir";"Merkez";"Siteler";"0";"149000";"1678924800";"515000";"410800";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"90 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"16";"1085690409";"BMW";"3 Serisi316ti Compact";"2002";"Türkiye";"Muğla";"Bodrum";"Bodrum";"0";"240000";"1678924800";"265000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 3 kapı";"115 hp";"1596 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"17";"1085686086";"Skoda";"Superb1.5 TSI Prestige";"2022";"Türkiye";"İstanbul";"Beyoğlu";"Kasımpaşa";"0";"30000";"1678924800";"1625000";"0";NULL;"Benzin";"Yarı Otomatik";"Sedan";"150 hp";"1498 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"18";"1076203681";"Chevrolet";"Cruze1.6 Design Edition Plus";"2011";"Türkiye";"Ordu";"Altınordu";"Merkez";"0";"142000";"1678924800";"365000";"367850";NULL;"Benzin & LPG";"Manuel";"Sedan";"124 hp";"1598 cc";"Önden Çekiş";"Belirtilme";"Sahibinden";;
"19";"1085690867";"Mercedes - Benz";"C SerisiC 180 Komp. BlueEfficiency Fascination";"2009";"Türkiye";"Samsun";"Atakum";"Atakent";"0";"230000";"1678924800";"635000";"0";NULL;"Benzin & LPG";"Yarı Otomatik";"Sedan";"156 hp";"1597 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"20";"1085692903";"Chevrolet";"Aveo1.4 LS";"2011";"Türkiye";"İzmir";"Bayraklı";"Manavkuyu";"0";"123000";"1678924800";"285000";"249997";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"100 hp";"1398 cc";"Önden Çekiş";"Hayır";"Sahibinden";"07101306111204";
"21";"1074563495";"Hyundai";"i201.2 MPI Style";"2014";"Türkiye";"İstanbul";"Eyüpsultan";"Eyüpsultan";"0";"83400";"1678924800";"365000";"437440";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"84 hp";"1248 cc";"Önden Çekiş";"Evet";"Sahibinden";"0612";"0208"
"22";"1085692095";"Hyundai";"i201.4 MPI Jump";"2021";"Türkiye";"Hatay";"Arsuz";"Merkez";"0";"33500";"1678924800";"575000";"528500";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"100 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"23";"1085690733";"Honda";"Civic1.6i VTEC Premium";"2009";"Türkiye";"Adana";"İmamoğlu";"İmamoğlu";"0";"230000";"1678924800";"399000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"125 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"24";"1085692207";"Hyundai";"Getz1.4 DOHC Start";"2008";"Türkiye";"Kayseri";"Kocasinan";"Sanayi";"0";"218000";"1678924800";"220000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"97 hp";"1399 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"25";"1075973992";"Skoda";"Superb1.6 TDI Prestige";"2014";"Türkiye";"Erzurum";"Yakutiye";"İstasyon";"0";"179000";"1678924800";"712500";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"101 - 125 HP";"3001 - 3500 cm3";"Önden Çekiş";"Hayır";"Sahibinden";;
"26";"1082741339";"Ford";"Fiesta1.4 Titanium";"2014";"Türkiye";"Elazığ";"Merkez";"İzzetpaşa";"0";"119000";"1678924800";"445000";"401587";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"96 hp";"1388 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"27";"1085685630";"Volkswagen";"Golf1.2 TSI Comfortline";"2015";"Türkiye";"Ankara";"Çankaya";"Çayyolu/Ümitköy";"0";"123000";"1678924800";"708000";"558451";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"110 hp";"1197 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"28";"1085687666";"Hyundai";"i201.4 MPI Elite Smart";"2016";"Türkiye";"Sinop";"Gerze";"Gerze";"19";"69800";"1678924800";"595000";"563600";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"100 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"29";"1085637053";"Toyota";"Corolla1.6 Terra Special";"2000";"Türkiye";"Çorum";"Merkez";"Gülabibey";"0";"266700";"1678924800";"260000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"110 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"01020706";
"30";"1078716523";"Volkswagen";"Passat1.6 TDI BlueMotion Trendline";"2017";"Türkiye";"İzmir";"Karşıyaka";"Denizbostanlısı";"0";"83000";"1678924800";"830000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"070910";
"31";"1085678985";"Citroën";"C-Elysée1.6 HDi  Confort";"2015";"Türkiye";"İstanbul";"Çekmeköy";"Taşdelen";"0";"107000";"1678924800";"368000";"388248";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"06";"0207"
"32";"1085677784";"Renault";"Clio1.4 RTA";"2001";"Türkiye";"Tokat";"Merkez";"Perakende";"0";"163000";"1678924800";"210000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"75 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"33";"1085692554";"Opel";"Corsa1.2 Essentia";"2015";"Türkiye";"Ankara";"Yenimahalle";"Demetevler";"0";"44000";"1678924800";"439500";"410400";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"70 hp";"1229 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"34";"1085685676";"Volkswagen";"Golf1.6 TDI BlueMotion Highline";"2017";"Türkiye";"Ankara";"Polatlı";"Çarşı";"0";"100000";"1678924800";"965000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"35";"1085690488";"Renault";"Fluence1.5 dCi Icon";"2014";"Türkiye";"Ordu";"Ünye";"Ünye";"0";"141000";"1678924800";"540000";"384776";NULL;"Dizel";"Yarı Otomatik";"Sedan";"110 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"36";"1085681973";"Toyota";"Yaris1.0 Life";"2012";"Türkiye";"Bursa";"Diğer";"Diğer";"0";"50600";"1678924800";"378000";"365300";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"69 hp";"998 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"37";"1085691468";"Renault";"Clio1.5 dCi Touch";"2018";"Türkiye";"Konya";"Meram";"Meram";"0";"150000";"1678924800";"505000";"594000";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"38";"1085685996";"Mercedes - Benz";"A SerisiA 180 CDI BlueEfficiency AMG";"2014";"Türkiye";"Ankara";"Çankaya";"Dikmen";"0";"108000";"1678924800";"799000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"109 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"39";"1080619289";"Fiat";"PuntoGrande 1.4 Fire Active";"2009";"Türkiye";"Eskişehir";"Tepebaşı";"Çamlıca";"0";"94000";"1678924800";"300000";"0";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"77 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0910060811";
"40";"1053653545";"BMW";"3 Serisi320i ED Sport Line";"2016";"Türkiye";"Kayseri";"Kocasinan";"Argıncık";"0";"110000";"1678924800";"1150000";"1046936";NULL;"Benzin";"Yarı Otomatik";"Sedan";"170 hp";"1598 cc";"Arkadan İtiş";"Belirtilme";"Sahibinden";;
"41";"1085689006";"Citroën";"C41.4 SX";"2009";"Türkiye";"Bursa";"Nilüfer";"Merkez";"0";"125000";"1678924800";"335000";"275701";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"90 hp";"1360 cc";"Önden Çekiş";"Hayır";"Sahibinden";"1205";
"42";"1083487312";"DS Automobiles";"DS 41.5 BlueHDi Performance Line";"2022";"Türkiye";"Mersin";"Mezitli";"Mezitli";"0";"2444";"1678924800";"1415000";"0";NULL;"Dizel";"Otomatik";"Hatchback 5 kapı";"130 hp";"1499 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"43";"1085676912";"Volkswagen";"Polo1.4 TDI Trendline";"2014";"Türkiye";"İstanbul";"Arnavutköy";"Taşoluk";"0";"125000";"1678924800";"400000";"391621";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1422 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"44";"1085689170";"Honda";"Civic1.6 i ES";"2000";"Türkiye";"Erzurum";"Yakutiye";"İstasyon";"0";"309000";"1678924800";"249750";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1590 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"45";"1085686854";"Renault";"Megane1.5 Blue DCI Touch";"2019";"Türkiye";"Ankara";"Sincan";"Sincan";"0";"127000";"1678924800";"720000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"115 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"46";"1079897620";"Fiat";"Linea1.3 Multijet Easy";"2014";"Türkiye";"Konya";"Selçuklu";"Hocacihan";"0";"219000";"1678924800";"312500";"286450";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"47";"1072432105";"Opel";"Corsa1.3 CDTI  Essentia";"2007";"Türkiye";"Afyonkarahisar";"Merkez";"Merkez";"0";"296000";"1678924800";"275000";"250950";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"48";"1084876989";"Renault";"Clio1.5 dCi Grandtour Authentique Edition";"2012";"Türkiye";"Denizli";"Merkezefendi";"Gümüşler";"0";"220000";"1678924800";"290000";"0";NULL;"Dizel";"Manuel";"Station Wagon";"75 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"49";"1085695544";"Honda";"Civic1.6i VTEC Elegance";"2010";"Türkiye";"Ankara";"Altındağ";"Altındağ";"0";"259000";"1678924800";"438000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"50";"1085710375";"BMW";"3 Serisi316ti Compact";"2003";"Türkiye";"İstanbul";"Sancaktepe";"Samandıra";"0";"274000";"1678924800";"255500";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 3 kapı";"115 hp";"1596 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"51";"1085711198";"BMW";"5 Serisi530d Standart";"2004";"Türkiye";"İstanbul";"Kartal";"Esentepe";"0";"412000";"1678924800";"525000";"0";NULL;"Dizel";"Otomatik";"Sedan";"231 hp";"2993 cc";"Arkadan İtiş";"Hayır";"Sahibinden";"01020709101311120405";"0608"
"52";"1083866880";"Nissan";"Micra1.2 Passion";"2012";"Türkiye";"Ankara";"Sincan";"Yenikent";"0";"103000";"1678924800";"307000";"301116";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"80 hp";"1198 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"53";"1083046917";"BMW";"3 Serisi320i ED 40th Year Edition";"2015";"Türkiye";"Bolu";"Merkez";"İhsaniye/Gölyüzü";"0";"108000";"1678924800";"1300000";"1153736";NULL;"Benzin";"Yarı Otomatik";"Sedan";"170 hp";"1598 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"54";"1085708341";"Toyota";"Corolla1.33 Comfort";"2012";"Türkiye";"Diyarbakır";"Ergani";"Ergani";"0";"132000";"1678924800";"395000";"368774";NULL;"Benzin";"Manuel";"Sedan";"99 hp";"1329 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"55";"1085708179";"Hyundai";"Accent Era1.4 Team";"2009";"Türkiye";"Ankara";"Akyurt";"Akyurt";"0";"219000";"1678924800";"261500";"284850";NULL;"Benzin & LPG";"Manuel";"Sedan";"97 hp";"1399 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"56";"1085653673";"Toyota";"Corolla1.4 D-4D Terra";"2007";"Türkiye";"Giresun";"Doğankent";"Doğankent";"0";"276000";"1678924800";"360000";"214197";NULL;"Dizel";"Manuel";"Sedan";"90 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";"020710130605";"0109"
"57";"1072190548";"Volkswagen";"Bora1.6 Pacific";"2004";"Türkiye";"Gaziantep";"Şahinbey";"Konak";"75";"229500";"1678924800";"267000";"256900";NULL;"Benzin & LPG";"Manuel";"Sedan";"105 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"58";"1082866200";"Audi";"A4A4 Sedan 40 TDI S Line";"2019";"Türkiye";"Ankara";"Çankaya";"Bahçelievler";"0";"45000";"1678924800";"1915000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"190 hp";"1968 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"59";"1038537711";"Volvo";"V401.6 D Premium";"2014";"Türkiye";"İzmir";"Bornova";"Çamdibi";"0";"115000";"1678924800";"555000";"635855";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"115 hp";"1560 cc";"Önden Çekiş";"Evet";"Sahibinden";;
"60";"1085693877";"Hyundai";"Getz1.5 CRDi VGT";"2007";"Türkiye";"Antalya";"Kepez";"Dokuma";"0";"208000";"1678924800";"272000";"230327";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"88 hp";"1493 cc";"Önden Çekiş";"Hayır";"Sahibinden";"04";
"61";"1085709069";"Hyundai";"i201.4 MPI Style";"2017";"Türkiye";"Ankara";"Çankaya";"Bahçelievler";"0";"58000";"1678924800";"585000";"554900";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"100 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"62";"1085691725";"Opel";"Astra1.4 T Sport";"2013";"Türkiye";"Düzce";"Akçakoca";"Akçakoca";"0";"93333";"1678924800";"569000";"0";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"140 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";"12";
"63";"1081929437";"Volkswagen";"Jetta1.6 TDI Comfortline";"2014";"Türkiye";"Manisa";"Turgutlu";"Sanayi";"0";"208000";"1678924800";"575000";"381314";NULL;"Dizel";"Otomatik";"Sedan";"101 - 125 HP";"1601 - 1800 cm3";"Önden Çekiş";"Hayır";"Sahibinden";"091012";
"64";"1085714637";"Fiat";"Palio1.2 EL Speedgear";"2003";"Türkiye";"İzmir";"Bornova";"Çamdibi";"0";"223000";"1678924800";"235000";"0";NULL;"Benzin & LPG";"Yarı Otomatik";"Hatchback 5 kapı";"80 hp";"1242 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"65";"1066344096";"Honda";"Civic1.6i VTEC Eco Elegance";"2016";"Türkiye";"Ankara";"Sincan";"Fatih";"0";"91000";"1678924800";"775000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"66";"1085714084";"Ford";"Fiesta1.4 TDCi Titanium";"2012";"Türkiye";"Gaziantep";"Şehitkamil";"Alleben";"0";"135000";"1678924800";"450000";"350181";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"70 hp";"1398 cc";"Önden Çekiş";"Hayır";"Sahibinden";"12";
"67";"1085707941";"Hyundai";"i201.4 CRDi Jump";"2012";"Türkiye";"İzmir";"Buca";"İşçievleri";"0";"151000";"1678924800";"360000";"307346";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"90 hp";"1396 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"68";"1085713595";"Fiat";"Linea1.3 Multijet Urban";"2012";"Türkiye";"İzmir";"Karşıyaka";"Karşıyaka";"0";"150000";"1678924800";"350000";"317850";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"69";"934012370";"Mini";"Cooper S1.6";"2012";"Türkiye";"İzmir";"Karşıyaka";"Denizbostanlısı";"0";"100000";"1678924800";"610000";"0";NULL;"Benzin";"Otomatik";"Hatchback 3 kapı";"184 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"70";"1085713924";"Renault";"Megane1.5 dCi Touch";"2017";"Türkiye";"Ankara";"Yenimahalle";"Şentepe";"0";"167000";"1678924800";"629000";"403500";NULL;"Dizel";"Otomatik";"Sedan";"101 - 125 HP";"1301 - 1600 cm3";"Önden Çekiş";"Hayır";"Sahibinden";;
"71";"1061897023";"Hyundai";"Accent Blue1.4 CVVT Mode Plus";"2013";"Türkiye";"Ankara";"Keçiören";"Aktepe";"0";"148000";"1678924800";"455000";"375884";NULL;"Benzin & LPG";"Otomatik";"Sedan";"108 hp";"1396 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0713";
"72";"1085707469";"Toyota";"Corolla1.6 Touch";"2017";"Türkiye";"Bursa";"Yenişehir";"Yenişehir";"0";"85000";"1678924800";"608500";"591750";NULL;"Benzin & LPG";"Manuel";"Sedan";"132 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"73";"1071717026";"Opel";"Astra1.6 Edition";"2015";"Türkiye";"Afyonkarahisar";"Emirdağ";"Emirdağ";"0";"77000";"1678924800";"533000";"465950";NULL;"Benzin & LPG";"Manuel";"Sedan";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"74";"1085709486";"Geely";"FC1.5 GSL";"2011";"Türkiye";"İzmir";"Bornova";"Kazımdirik";"0";"214110";"1678924800";"237450";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"105 hp";"1498 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"75";"1080826029";"Renault";"Symbol1.5 DCI Touch";"2017";"Türkiye";"Kocaeli";"Gebze";"Gebze";"0";"89500";"1678924800";"402500";"442028";NULL;"Dizel";"Manuel";"Sedan";"90 hp";"1461 cc";"Önden Çekiş";"Belirtilme";"Sahibinden";"07";"1304"
"76";"1085711795";"Renault";"Scenic1.6 Privilege";"2004";"Türkiye";"Aydın";"Efeler";"Merkez";"0";"148000";"1678924800";"320000";"253500";NULL;"Benzin & LPG";"Manuel";"MPV";"115 hp";"1598 cc";"Önden Çekiş";"Evet";"Sahibinden";;
"77";"1085685232";"Citroën";"C-Elysée1.6 HDi  Attraction";"2016";"Türkiye";"Kayseri";"Kocasinan";"Sanayi";"0";"81000";"1678924800";"425000";"372800";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"0704"
"78";"1085680240";"Citroën";"C41.6 HDi SX";"2006";"Türkiye";"Konya";"Meram";"Meram";"0";"262000";"1678924800";"267000";"207450";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"110 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"79";"1082335526";"Renault";"Megane1.4 Authentique";"2005";"Türkiye";"Ankara";"Yenimahalle";"Yenimahalle";"0";"301000";"1678924800";"260000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"98 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";"131112";
"80";"1078458391";"Peugeot";"5081.5 BlueHDi Allure";"2019";"Türkiye";"İstanbul";"Sarıyer";"Bahçeköy";"0";"30000";"1678924800";"1150000";"495350";NULL;"Dizel";"Otomatik";"Sedan";"130 hp";"1499 cc";"Önden Çekiş";"Belirtilme";"Sahibinden";;
"81";"1085708847";"Ford";"Focus1.6 Ghia";"2006";"Türkiye";"Malatya";"Battalgazi";"Merkez";"0";"279000";"1678924800";"295000";"273600";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"115 hp";"1596 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"07"
"82";"1085704611";"Kia";"Rio1.4 CRDi Concept";"2016";"Türkiye";"Bartın";"Merkez";"Demirciler";"0";"78500";"1678924800";"469000";"0";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"90 hp";"1396 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"07"
"83";"1074697610";"Peugeot";"3081.6 HDi Comfort Pack";"2011";"Türkiye";"Diyarbakır";"Bağlar";"Alipınar";"0";"153000";"1678924800";"379000";"234654";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"90 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"13";
"84";"1085717841";"Renault";"Symbol1.5 DCI Joy";"2013";"Türkiye";"İstanbul";"Üsküdar";"Bulgurlu";"0";"168500";"1678924800";"312500";"344720";NULL;"Dizel";"Manuel";"Sedan";"75 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";"07";
"85";"1085695665";"Volkswagen";"Golf1.0 TSI Impression";"2022";"Türkiye";"Bursa";"Orhangazi";"Orhangazi";"0";"3600";"1678924800";"890000";"0";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"110 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"86";"1085716492";"Ford";"Focus1.6 Ambiente";"2000";"Türkiye";"Ankara";"Altındağ";"Hasköy";"0";"305000";"1678924800";"233000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"100 hp";"1596 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"87";"1085716176";"Toyota";"Corolla1.4 D-4D Elegant";"2012";"Türkiye";"Ankara";"Çankaya";"Dikmen";"0";"297000";"1678924800";"390000";"362700";NULL;"Dizel";"Manuel";"Sedan";"90 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"88";"1081812964";"Mercedes - Benz";"C SerisiC 180 AMG";"2012";"Türkiye";"Rize";"Pazar";"Pazar";"0";"120000";"1678924800";"950000";"0";NULL;"Benzin";"Otomatik";"Sedan";"156 hp";"1597 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"89";"1015717957";"Toyota";"Corolla1.4 D-4D Comfort";"2010";"Türkiye";"Şanlıurfa";"Haliliye";"Merkez";"0";"187000";"1678924800";"460000";"328242";NULL;"Dizel";"Yarı Otomatik";"Sedan";"90 hp";"1365 cc";"Önden Çekiş";"Hayır";"Sahibinden";"1011";
"90";"1085718700";"Renault";"Symbol1.5 DCI Expression";"2010";"Türkiye";"İstanbul";"Kadıköy";"Feneryolu";"0";"15500";"1678924800";"288750";"0";NULL;"Dizel";"Manuel";"Sedan";"85 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
