,brand_model,year,km,fuel_type,transmission,body_type,power,displacement,drivewheel,hard_hit,painted_parts,changed_parts,listing_price,age
1896,Hyundai Accent Era 1.4 Expo Gold,2009,152000,Benzin & LPG,Otomatik,Sedan,97.0,1.4,Önden Çekiş,0,"front-right-mudguard,rear-right-door,front-left-mudguard,rear-bumper",front-bumper,342500,14.0
1897,Hyundai i20 1.2 MPI Jump,2015,154000,Benzin,Manuel,Hatchback 5 kapı,84.0,1.2,Önden Çekiş,0,front-left-mudguard,,415000,8.0
1898,Renault Clio 1.0 SCe Joy,2020,43000,Benzin,Manuel,Hatchback 5 kapı,72.0,1.0,Önden Çekiş,0,,,468000,3.0
1899,Ford Focus 1.6 Ghia,2000,223000,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,"front-bumper,front-left-mudguard",,310000,23.0
1900,Hyundai Accent 1.5 1.5i GLS,2000,272000,Benzin & LPG,Manuel,Sedan,102.0,1.5,Önden Çekiş,0,,,214000,23.0
1901,Volkswagen Scirocco 1.4 TSI Sportline,2011,155000,Benzin,Manuel,Coupe,160.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-mudguard",,524500,12.0
1902,Hyundai iX20 1.4 Mode,2011,138000,Benzin & LPG,Manuel,MPV,90.0,1.4,Önden Çekiş,0,,,390000,12.0
1903,Volvo S90 2.0 D B5 Plus Bright,2022,1001,Dizel,Otomatik,Sedan,235.0,2.0,4WD (Sürekli),0,,,3320000,1.0
1904,Volkswagen Passat 1.6 TDI BlueMotion Elegance,2019,105000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1210000,4.0
1905,Volvo S80 1.6 D Premium,2012,90000,Dizel,Yarı Otomatik,Sedan,115.0,1.6,Önden Çekiş,0,"front-right-door,rear-right-door,rear-right-mudguard",,799000,11.0
1906,Fiat Egea 1.3 Multijet Easy Plus,2021,32000,Dizel,Manuel,Sedan,113.0,1.5,Önden Çekiş,0,,front-left-mudguard,519500,2.0
1907,Ford Focus 1.6 Ghia,2000,253000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,265000,23.0
1908,Volkswagen Passat 1.6 TDI BlueMotion Comfortline,2015,201000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,789000,8.0
1909,Renault Clio 1.5 dCi SportTourer Joy,2017,150000,Dizel,Manuel,Station Wagon,75.0,1.5,Önden Çekiş,0,front-right-mudguard,front-hood,435000,6.0
1910,Ford Focus 1.6 Ghia,2006,295000,Benzin & LPG,Otomatik,Sedan,100.0,1.6,Önden Çekiş,0,,,285000,17.0
1911,Honda Civic 1.6i VTEC Premium,2010,230000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,418000,13.0
1912,Audi A6 A6 Sedan 3.0 TDI Quattro,2015,137000,Dizel,Yarı Otomatik,Sedan,272.0,3.0,4WD (Sürekli),1,"rear-right-door,rear-right-mudguard,front-left-mudguard","front-hood,front-right-mudguard,front-right-door",1575000,8.0
1913,Opel Corsa 1.3 CDTI  Essentia,2006,309000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.2,Önden Çekiş,0,"rear-right-door,rear-left-mudguard",,245000,17.0
1914,Fiat Egea 1.4 Fire Urban,2022,11000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,534000,1.0
1915,Renault Clio 1.2 Extreme,2007,165000,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,,,280000,16.0
1916,Opel Insignia 1.6 CDTI  Grand Sport Excellence,2019,18150,Dizel,Otomatik,Hatchback 5 kapı,136.0,1.6,Önden Çekiş,0,,,1235000,4.0
1917,Audi A5 A5 Coupe 2.0 TFSI Quattro,2011,160000,Benzin,Yarı Otomatik,Coupe,211.0,2.0,4WD (Sürekli),1,,,870000,12.0
1918,BMW 5 Serisi 525d xDrive  xDrive,2014,276000,Dizel,Otomatik,Sedan,218.0,2.0,4WD (Sürekli),0,,,1150000,9.0
1919,Audi A3 A3 Sedan 1.6 TDI Attraction,2014,157000,Dizel,Yarı Otomatik,Sedan,110.0,1.6,Önden Çekiş,0,,,699000,9.0
1920,Honda Civic 1.6i VTEC Eco Elegance,2017,120000,Benzin & LPG,Yarı Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,rear-left-mudguard,697000,6.0
1921,Renault Clio 1.5 dCi Authentique,2011,294000,Dizel,Manuel,Hatchback 5 kapı,65.0,1.5,Önden Çekiş,0,,,258000,12.0
1922,Volkswagen Polo 1.2 TSI Comfortline,2016,64000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.2,Önden Çekiş,0,,,630000,7.0
1923,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2013,87000,Benzin,Manuel,Sedan,122.0,1.4,Önden Çekiş,0,,,745000,10.0
1924,Volkswagen Jetta 1.4 TSI BlueMotion Comfortline,2016,142800,Benzin,Yarı Otomatik,Sedan,125.0,1.4,Önden Çekiş,0,rear-left-door,,725000,7.0
1925,Fiat Egea 1.3 Multijet Urban,2017,105000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,490000,6.0
1926,Ford Focus 2.0 Sport Trend,2001,291000,Benzin & LPG,Manuel,Hatchback 3 kapı,130.0,2.0,Önden Çekiş,0,,,228000,22.0
1927,Peugeot 307 1.4 HDi XR,2004,272000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,220000,19.0
1928,Fiat Egea 1.3 Multijet Easy,2021,40000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,527000,2.0
1929,Hyundai i20 1.0 T-GDI Style,2020,30700,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.0,Önden Çekiş,0,,,645000,3.0
1930,Peugeot 508 1.6 BlueHDi Allure,2015,143000,Dizel,Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,710000,8.0
1931,Renault Clio 1.6 RXT,2000,240000,Benzin & LPG,Manuel,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,,,239500,23.0
1932,Renault Clio 1.5 dCi Joy,2017,137254,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,"front-hood,front-right-mudguard",425000,6.0
1933,BMW 3 Serisi 320d Standart,2003,330000,Dizel,Manuel,Sedan,150.0,2.0,Arkadan İtiş,0,,,370000,20.0
1934,Opel Astra 1.6 Essentia Konfor,2013,91000,Benzin & LPG,Manuel,Hatchback 5 kapı,113.0,1.7,Önden Çekiş,0,,,460000,10.0
1935,Renault Symbol 1.2 Authentique,2011,240000,Benzin & LPG,Manuel,Sedan,75.0,1.1,Önden Çekiş,0,"rear-right-mudguard,rear-left-door,rear-bumper",front-bumper,260000,12.0
1936,Chevrolet Aveo 1.3 D LS,2012,192000,Dizel,Manuel,Sedan,75.0,1.2,Önden Çekiş,0,"rear-left-door,rear-left-mudguard",,305000,11.0
1937,Fiat Egea 1.3 Multijet Urban,2016,146000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,"rear-right-door,rear-right-mudguard,rear-left-mudguard","front-right-mudguard,front-left-mudguard,front-left-door",398000,7.0
1938,Seat Leon 1.6 TDI CR Style,2013,192000,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,465000,10.0
1939,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,197000,Dizel,Yarı Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,rear-right-mudguard,front-right-mudguard,440000,6.0
1940,Hyundai i20 1.4 MPI Style Plus,2020,36500,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,673000,3.0
1941,Ford Focus 1.5 TDCi Titanium,2015,208000,Dizel,Yarı Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,610000,8.0
1942,Renault Fluence 1.5 dCi Joy,2013,199000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,405000,10.0
1943,Volkswagen Passat 1.6 TDI BlueMotion Impression,2019,35550,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1125000,4.0
1944,Opel Corsa 1.2 Twinport Essentia,2005,170000,Benzin,Manuel,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,,280000,18.0
1945,Opel Corsa 1.4 Twinport Active,2013,109000,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,rear-left-door,rear-left-mudguard,412000,10.0
1946,Renault Clio 1.2 Icon,2013,119000,Benzin,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,,,370000,10.0
1947,Opel Insignia 1.6 Edition,2009,177500,Benzin & LPG,Manuel,Sedan,115.0,1.6,Önden Çekiş,1,,front-hood,342500,14.0
1948,Dacia Sandero 1.5 dCi Ambiance,2012,231000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door",,310000,11.0
1949,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2015,27000,Benzin,Yarı Otomatik,Sedan,125.0,1.4,Önden Çekiş,0,,,1080000,8.0
1950,BMW 5 Serisi 520i Premium,2015,149000,Benzin,Yarı Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,1145000,8.0
1951,BMW 1 Serisi 116i Comfort,2012,145000,Benzin,Yarı Otomatik,Hatchback 5 kapı,136.0,1.6,Arkadan İtiş,0,,,630000,11.0
1952,Peugeot 301 1.6 HDi Active,2014,187500,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-left-door,rear-left-mudguard","front-hood,front-left-mudguard,front-left-door",390000,9.0
1953,Volkswagen Jetta 1.6 FSI Midline,2006,216190,Benzin,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,"front-hood,front-right-mudguard,front-right-door,front-left-mudguard",,310000,17.0
1954,Opel Corsa 1.2 Edition,2020,40000,Benzin,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,575000,3.0
1955,Opel Astra 1.6 Edition,2015,89000,Benzin & LPG,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,rear-right-mudguard,,575000,8.0
1956,Honda Civic 1.6i DTEC Elegance,2018,113000,Dizel,Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,"front-bumper,rear-bumper",,825000,5.0
1957,Opel Insignia 1.6 CDTI  Cosmo,2015,110000,Dizel,Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,,,735000,8.0
1958,Peugeot 301 1.6 BlueHDI Allure,2018,98400,Dizel,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,480000,5.0
1959,Ford Focus 1.5 TDCi Titanium,2020,70000,Dizel,Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,925000,3.0
1960,BMW 5 Serisi 520i M Sport,2017,107000,Benzin,Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,2200000,6.0
1961,Ford Fiesta 1.25 My Fiesta,2011,143000,Benzin & LPG,Manuel,Hatchback 5 kapı,82.0,1.2,Önden Çekiş,0,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",,340000,12.0
1962,Renault Clio 1.2 Joy,2019,97000,Benzin,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,,,445000,4.0
1963,Opel Vectra 1.6 Comfort,2004,254000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,327500,19.0
1964,Fiat Linea 1.3 Multijet Active,2008,237000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,237500,15.0
1965,Volkswagen Passat 1.4 TSI BlueMotion Highline,2018,75000,Benzin,Yarı Otomatik,Sedan,150.0,1.4,Önden Çekiş,0,,,1320000,5.0
1966,Skoda Octavia 1.6 Collection Plus,2003,258000,Benzin & LPG,Otomatik,Sedan,113.0,1.7,Önden Çekiş,0,,,295000,20.0
1967,Toyota Corolla 1.33 Life,2017,79000,Benzin,Manuel,Sedan,99.0,1.3,Önden Çekiş,0,,,575000,6.0
1968,Renault Megane 1.5 dCi Dynamique,2005,322500,Dizel,Manuel,Sedan,100.0,1.5,Önden Çekiş,0,,,229000,18.0
1969,Renault Fluence 1.5 dCi Touch,2015,195000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,"front-hood,front-right-mudguard,rear-right-mudguard,rear-left-mudguard",,470000,8.0
1970,Hyundai Elantra 1.6 D-CVVT Style,2018,160000,Benzin & LPG,Manuel,Sedan,88.0,1.5,Önden Çekiş,0,,,550000,5.0
1971,Ford Focus 1.6 TDCi Trend X,2014,223000,Dizel,Manuel,Sedan,95.0,1.6,Önden Çekiş,0,,,499000,9.0
1972,Honda Civic 1.6 Sport,2006,196000,Benzin & LPG,Otomatik,Hatchback 3 kapı,110.0,1.6,Önden Çekiş,0,"front-bumper,front-hood,roof,front-right-door,rear-right-door,rear-right-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper","front-right-mudguard,front-left-mudguard",320000,17.0
1973,Opel Astra 1.6 Essentia,2013,57355,Benzin,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,452000,10.0
1974,BMW 3 Serisi 320i,2012,135000,Benzin,Otomatik,Sedan,184.0,2.0,Arkadan İtiş,0,"front-hood,rear-right-mudguard,front-left-mudguard,front-left-door",,945000,11.0
1975,Mercedes - Benz E Serisi E 250 CGI Elite,2012,147500,Benzin,Yarı Otomatik,Sedan,204.0,1.8,Arkadan İtiş,0,,,1425000,11.0
1976,Volkswagen Scirocco 1.4 TSI Sportline,2010,108000,Benzin,Manuel,Coupe,160.0,1.4,Önden Çekiş,0,,,545000,13.0
1977,Renault Clio 1.5 dCi Joy,2015,91000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,460000,8.0
1978,Fiat Linea 1.3 Multijet Urban,2013,100000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,395000,10.0
1979,Ford Focus 1.6 Comfort,2011,156000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,430000,12.0
1980,Renault Fluence 1.5 dCi Touch,2015,220000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,1,,,342000,8.0
1981,Fiat Linea 1.6 Multijet Lounge,2012,100700,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,,,355000,11.0
1982,Ford Focus 1.6 TDCi Titanium,2012,128000,Dizel,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,550000,11.0
1983,Opel Astra 1.6 CDTI Design,2017,128000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,610000,6.0
1984,BMW 2 Serisi 218i Gran Coupe M Sport,2022,1450,Benzin,Yarı Otomatik,Coupe,136.0,1.5,Önden Çekiş,0,,,1660000,1.0
1985,Kia Ceed 1.4 Cool,2019,29000,Benzin,Manuel,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,610000,4.0
1986,Hyundai Accent Era 1.5 CRDi-VGT Team,2012,218000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,330000,11.0
1987,Toyota Corolla 1.5 Dream,2021,11673,Benzin,Yarı Otomatik,Sedan,123.0,1.5,Önden Çekiş,0,,,830000,2.0
1988,Opel Astra 1.6 Edition Plus,2017,96500,Benzin & LPG,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,530000,6.0
1989,Fiat Egea 1.6 Multijet Urban,2016,99000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,551000,7.0
1990,Volkswagen Passat 1.6 TDI BlueMotion Highline,2015,212000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,980000,8.0
1991,Fiat Linea 1.6 Multijet Dynamic Plus,2011,189000,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,rear-left-door,rear-left-mudguard",front-hood,310000,12.0
1992,Volkswagen Jetta 1.2 TSI Trendline,2014,103000,Benzin,Manuel,Sedan,105.0,1.2,Önden Çekiş,0,,,575000,9.0
1993,Renault Clio 1.5 dCi Joy,2016,250000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,405000,7.0
1994,Honda Civic 1.6i VTEC Premium,2009,243000,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,378500,14.0
1995,BMW 3 Serisi 320d Luxury,2013,165000,Dizel,Yarı Otomatik,Sedan,184.0,2.0,Arkadan İtiş,0,,,950000,10.0
1996,Renault Megane 1.5 dCi Touch,2017,108000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,,,635000,6.0
1997,Mercedes - Benz C Serisi C 180 BlueEfficiency Fascination,2010,231000,Benzin & LPG,Otomatik,Sedan,163.0,1.5,Arkadan İtiş,1,"front-bumper,front-hood,front-right-mudguard,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-bumper",,559000,13.0
1998,Peugeot 301 1.6 HDi Access,2013,198000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,front-hood,,335000,10.0
1999,Toyota Corolla 2.2 D-4D Comfort Verso,2008,110000,Dizel,Manuel,MPV,136.0,2.2,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,rear-left-door",,548000,15.0
2000,Audi A6 A6 Sedan 2.0 TDI,2009,330000,Dizel,Yarı Otomatik,Sedan,138.0,1.9,Önden Çekiş,0,,,435000,14.0
2001,Hyundai i20 1.4 MPI Elite,2015,100500,Benzin & LPG,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,"front-bumper,rear-bumper",,577500,8.0
2002,Honda Civic 1.6i VTEC Premium,2007,206000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,"front-left-door,rear-left-door,rear-left-mudguard",rear-hood,465000,16.0
2003,Opel Astra 1.6 Edition,2012,135000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,"rear-right-mudguard,front-left-door,rear-left-door",,451000,11.0
2004,Kia Cerato 1.6 CRDi Concept Plus,2017,93000,Dizel,Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,,,675000,6.0
2005,Skoda Fabia 1.4 Special,2004,143000,Dizel,Manuel,Sedan,75.0,1.4,Önden Çekiş,0,"front-left-mudguard,rear-hood",,225000,19.0
2006,Volkswagen Passat 1.5 TSI  Elegance,2020,32000,Benzin,Yarı Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,,,1545000,3.0
2007,Ford Fiesta 1.5 TDCi Titanium,2017,118000,Dizel,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,,,469000,6.0
2008,Hyundai i20 1.2 D-CVVT Jump,2012,162000,Benzin,Manuel,Hatchback 5 kapı,85.0,1.2,Önden Çekiş,0,,"front-right-mudguard,front-left-mudguard,front-left-door,rear-hood",315000,11.0
2009,Hyundai i10 1.2 D-CVVT Elite,2013,48500,Benzin & LPG,Otomatik,Hatchback 5 kapı,87.0,1.2,Önden Çekiş,0,"rear-left-door,rear-left-mudguard",,449000,10.0
2010,Honda Civic 1.6i VTEC Eco Elegance,2014,80000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,690000,9.0
2011,Renault Fluence 1.6 Extreme,2010,180000,Benzin & LPG,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,355000,13.0
2012,Hyundai i20 1.4 MPI Style,2016,67000,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,590000,7.0
2013,Mercedes - Benz E Serisi E 180 Exclusive,2017,130000,Benzin,Otomatik,Sedan,156.0,1.6,Arkadan İtiş,1,,,1900000,6.0
2014,Fiat Linea 1.3 Multijet Emotion,2008,420000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,213500,15.0
2015,Renault Clio 1.0 TCe Joy,2021,40000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,593000,2.0
2016,Ford Focus 1.6 TDCi Titanium,2010,189800,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,437500,13.0
2017,Renault Fluence 1.5 dCi Touch,2016,153500,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,rear-right-mudguard,,475000,7.0
2018,Skoda Superb 1.6 TDI Prestige,2016,155000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-mudguard",,975000,7.0
2019,Honda Civic 1.6i VTEC Eco Executive,2020,45100,Benzin & LPG,Yarı Otomatik,Sedan,125.0,1.6,Önden Çekiş,1,,,695000,3.0
2020,Toyota Corolla 1.5 Dream,2021,6001,Benzin,Yarı Otomatik,Sedan,123.0,1.5,Önden Çekiş,0,,,818000,2.0
2021,Volkswagen VW CC 1.4 TSI Exclusive,2012,161000,Benzin,Otomatik,Coupe,160.0,1.4,Önden Çekiş,0,,,628000,11.0
2022,Volkswagen VW CC 1.4 TSI Sportline,2014,275000,Benzin,Yarı Otomatik,Coupe,160.0,1.4,Önden Çekiş,1,,,515000,9.0
2023,Citroën C3 1.2 PureTech Feel,2021,19450,Benzin,Manuel,Hatchback 5 kapı,83.0,1.2,Önden Çekiş,0,,,540000,2.0
2024,Fiat Linea 1.3 Multijet Active,2008,220000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,275000,15.0
2025,Renault Megane 1.3 TCe Joy,2021,60000,Benzin,Yarı Otomatik,Sedan,140.0,1.3,Önden Çekiş,0,rear-right-mudguard,,729000,2.0
2026,Volkswagen Passat 1.6 TDI BlueMotion Comfortline,2013,188000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,700000,10.0
2027,Ford Fiesta 1.4 Titanium,2012,178000,Benzin,Otomatik,Hatchback 5 kapı,96.0,1.4,Önden Çekiş,0,"front-right-door,rear-hood,rear-bumper","front-hood,front-right-mudguard,rear-right-door,rear-right-mudguard",395000,11.0
2028,Hyundai Getz 1.4 DOHC 1.4 AB AC,2007,142000,Benzin & LPG,Manuel,Hatchback 5 kapı,97.0,1.4,Önden Çekiş,0,rear-right-mudguard,"front-right-door,rear-right-door",295000,16.0
2029,Renault Clio 1.5 dCi Extreme,2008,173000,Dizel,Manuel,Hatchback 5 kapı,65.0,1.5,Önden Çekiş,1,,,288000,15.0
2030,Volkswagen Golf 1.4 TSI Highline,2013,140000,Benzin,Yarı Otomatik,Hatchback 5 kapı,122.0,1.4,Önden Çekiş,0,,,665000,10.0
2031,Audi A3 A3 Sportback 1.6 TDI Ambition,2013,136000,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,755000,10.0
2032,Mercedes - Benz E Serisi E 220 CDI Avantgarde,2008,389000,Dizel,Yarı Otomatik,Sedan,170.0,2.1,Arkadan İtiş,0,,,825000,15.0
2033,Ford B-Max 1.6 Titanium,2014,79000,Benzin,Yarı Otomatik,MPV,105.0,1.6,Önden Çekiş,0,,,339500,9.0
2034,BMW 1 Serisi 116d ED EfficientDynamics,2014,164000,Dizel,Manuel,Hatchback 5 kapı,116.0,1.6,Arkadan İtiş,0,,,610000,9.0
2035,Ford Focus 1.6 TDCi Ghia,2008,263000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-mudguard,front-left-mudguard,rear-left-mudguard,rear-hood",front-hood,324250,15.0
2036,Opel Astra 1.6 Essentia,2013,127000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,452000,10.0
2037,Volkswagen Golf 1.6 TDI BlueMotion Highline,2017,74000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,1,,,855000,6.0
2038,Opel Astra 1.6 Comfort,2001,192000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,"front-bumper,front-right-mudguard,rear-hood,rear-bumper","front-hood,front-left-mudguard,rear-left-mudguard",242500,22.0
2039,Volkswagen Passat 1.6 TDI BlueMotion Highline,2014,212000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,890000,9.0
2040,Fiat Albea 1.4 Fire Active,2006,255000,Benzin & LPG,Manuel,Sedan,77.0,1.4,Önden Çekiş,0,,,225000,17.0
2041,Audi A4 A4 Sedan 2.0 TDI,2011,317000,Dizel,Yarı Otomatik,Sedan,143.0,2.0,Önden Çekiş,0,,,525000,12.0
2042,Citroën C3 1.4 HDi SX,2003,232000,Dizel,Manuel,Hatchback 5 kapı,92.0,1.4,Önden Çekiş,0,,,205000,20.0
2043,BMW 2 Serisi 218i M Sport,2015,138000,Benzin,Otomatik,Coupe,136.0,1.5,Arkadan İtiş,0,,,960000,8.0
2044,Hyundai Elantra 1.6 CRDi Style Plus,2017,125000,Dizel,Yarı Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,front-bumper,,685000,6.0
2045,Opel Astra 1.6 Comfort,2001,187000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,"roof,rear-left-door,rear-left-mudguard",front-hood,278000,22.0
2046,Peugeot 308 1.2 Puretech GT,2022,4300,Benzin,Otomatik,Hatchback 5 kapı,130.0,1.2,Önden Çekiş,0,,,1130000,1.0
2047,Hyundai i20 1.4 MPI Style,2020,16000,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,629000,3.0
2048,Hyundai i20 1.4 CRDi Jump,2013,134000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,355000,10.0
2049,Chevrolet Cruze 1.6 LS,2010,136000,Benzin & LPG,Otomatik,Sedan,113.0,1.6,Önden Çekiş,0,,,377750,13.0
2050,Opel Astra 1.3 CDTI Edition,2012,120000,Dizel,Manuel,Hatchback 5 kapı,95.0,1.2,Önden Çekiş,0,,,475000,11.0
2051,Mercedes - Benz CLA 200 AMG,2014,171550,Benzin,Yarı Otomatik,Coupe,156.0,1.6,Önden Çekiş,0,,,1070000,9.0
2052,Seat Leon 1.6 TDI Style,2017,186000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,638000,6.0
2053,Renault Symbol 1.5 DCI Touch,2015,170000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,395000,8.0
2054,Toyota Avensis 1.6 D-4D Premium,2015,157000,Dizel,Manuel,Sedan,112.0,1.6,Önden Çekiş,0,,,565000,8.0
2055,Renault Symbol 1.5 DCI Touch,2013,111000,Dizel,Manuel,Sedan,75.0,1.5,Önden Çekiş,0,"front-hood,front-right-mudguard",,335000,10.0
2056,Hyundai i20 1.2 MPI Style,2016,168000,Benzin & LPG,Manuel,Hatchback 5 kapı,84.0,1.2,Önden Çekiş,0,,"front-bumper,front-right-mudguard,front-left-mudguard",439500,7.0
